id,influencer_id,url,post,follower,like,comment,react_rate,desire_to_mimic,sWOM,purchase_intention
1,0,https://instagram.com/joganghwa,26,115311,34707,695,0.005060657,,,
2,1,https://instagram.com/suerte02,19,110488,18467,283,0.003827858,,,
3,2,https://instagram.com/richeunha,40,102672,40596,170,0.004254116,,,
4,3,https://instagram.com/yui_zzang_kang,17,96854,2706,78,0.000724646,,,
5,6,https://instagram.com/kimsang90,12,96194,0,0,0,,,
6,7,https://instagram.com/ssomin__lee,19,97891,15334,59,0.00354691,,,
7,8,https://instagram.com/shj0154,64,105817,59120,1719,0.003850081,,,
8,9,https://instagram.com/jeiannsj,48,97000,53514,743,0.004994201,,,
9,13,https://instagram.com/qtd___,57,333878,198379,4017,0.004557876,,,
10,15,https://instagram.com/9494_ho,28,93669,1235,3,0.000202297,,,
11,16,https://instagram.com/p_kangaroo,1,79251,0,0,0,,,
12,18,https://instagram.com/chul2gram,46,93622,28968,651,0.002947527,,,
13,20,https://instagram.com/stephany.02.28_official_,3,5,15,20,1,,,
14,22,https://instagram.com/h_double_o_n,32,129987,54008,1209,0.005689133,,,
15,23,https://instagram.com/soobakc83,12,92420,7203,70,0.002810539,,,
16,26,https://instagram.com/seoji72,34,108459,46123,1187,0.005498341,,,
17,28,https://instagram.com/ekfgo90,2,88381,2266,2,0.005498919,,,
18,31,https://instagram.com/elly0126,22,85064,9134,206,0.002138955,,,
19,32,https://instagram.com/kimyamjeon,37,82311,24220,157,0.003430393,,,
20,36,https://instagram.com/yomooly,8,88729,8693,34,0.005269054,,,
21,37,https://instagram.com/k__mwsister,14,90479,5800,175,0.002021554,,,
22,43,https://instagram.com/s1091717,40,104491,36814,854,0.003862397,,,
23,46,https://instagram.com/angkkosarang,46,10455,11298,32,0.010096509,,,
24,50,https://instagram.com/hhh_jinly,11,10625,2705,108,0.01031505,,,
25,51,https://instagram.com/smjh416,5,16033,105,7,0.000598765,,,
26,56,https://instagram.com/soojeong0525,13,20133,1827,38,0.003053868,,,
27,57,https://instagram.com/plp._.plp,1,9558,29,0,0.001300332,,,
28,58,https://instagram.com/photo_ara,2,9975,277,3,0.006015038,,,
29,60,https://instagram.com/mixmansion,43,10555,4300,347,0.004388026,,,
30,61,https://instagram.com/nanikkahiphee,10,9872,1195,59,0.005443969,,,
31,64,https://instagram.com/naya_lemi,3,11221,79,4,0.001056692,,,
32,71,https://instagram.com/sophyteacher_,33,9850,9147,27,0.012095722,,,
33,72,https://instagram.com/threesunmami,33,8746,1815,479,0.003406381,,,
34,74,https://instagram.com/rini_room_,18,7997,3271,69,0.009944205,,,
35,78,https://instagram.com/daramgyang,10,8537,1533,43,0.007911779,,,
36,79,https://instagram.com/boongboong2_e,35,14987,12437,519,0.010585501,,,
37,84,https://instagram.com/lovely_beh,1575,13260,110775,2183,0.002318014,,,
38,86,https://instagram.com/phyuriring,3,7876,2186,35,0.040285134,,,
39,87,https://instagram.com/berkin__kael,13,9266,2916,64,0.010602391,,,
40,91,https://instagram.com/ain_ayoon_ppa,5,8454,1543,5,0.015695022,,,
41,92,https://instagram.com/oangel79,41,9346,5877,26,0.006602165,,,
42,94,https://instagram.com/mimism_v,60,12024,28003,174,0.016738547,,,
43,96,https://instagram.com/ajaegag,18,13322,11446,2012,0.024052588,,,
44,99,https://instagram.com/hu2nee,57,11752,49286,1214,0.03230933,,,
45,101,https://instagram.com/senna_yum,3,12823,607,54,0.007364,,,
46,106,https://instagram.com/y__silri,10,9572,6940,957,0.035357591,,,
47,109,https://instagram.com/chan_i666,1,8540,117,6,0.006172633,,,
48,110,https://instagram.com/94wooks_,29,41619,41758,468,0.014993862,,,
49,121,https://instagram.com/6gdam,4,16098,2745,204,0.019627549,,,
50,127,https://instagram.com/cho1one2,4,9055,1619,32,0.019535379,,,
51,133,https://instagram.com/muk_boooo,31,12320,10349,2164,0.01404146,,,
52,138,https://instagram.com/nora_0107_j,1,4990,29,3,0.002748354,,,
53,139,https://instagram.com/hajji0713,19,9331,2265,189,0.005932203,,,
54,141,https://instagram.com/life_onepunch,88,21469,57634,1208,0.013347999,,,
55,155,https://instagram.com/suwon_multi_gym,27,8755,700,26,0.001316255,,,
56,162,https://instagram.com/golf__pink,85,17874,29089,815,0.008435519,,,
57,163,https://instagram.com/gorgeous.ms,7,8910,1566,11,0.010836254,,,
58,166,https://instagram.com/hee_kang_03,4,8958,1573,68,0.019627308,,,
59,171,https://instagram.com/neeyange,5,8889,1091,29,0.010799865,,,
60,172,https://instagram.com/selene.luz_,1,9105,513,18,0.024994116,,,
61,173,https://instagram.com/sa_tangtang,3,8789,289,38,0.005315085,,,
62,176,https://instagram.com/ddoyeon2_e,1164,118066,1274120,23486,0.004046581,,,
63,179,https://instagram.com/yun_now,366,99987,509491,11039,0.006095992,,,
64,187,https://instagram.com/beomitube,29,88513,89150,703,0.015002054,,,
65,190,https://instagram.com/you_and_zin,11,87850,61833,542,0.027663003,,,
66,192,https://instagram.com/atasirasiku,17,86322,13152,133,0.003879845,,,
67,194,https://instagram.com/jjuya2004,55,86123,16671,429,0.001547168,,,
68,195,https://instagram.com/ggung_y,110,90206,36571,376,0.001595785,,,
69,198,https://instagram.com/mkhiya1,29,105616,21889,476,0.003129424,,,
70,199,https://instagram.com/y__eon2,60,74811,82102,1522,0.007984311,,,
71,201,https://instagram.com/1004lmr,14,98271,14768,198,0.004662035,,,
72,203,https://instagram.com/vividsian,6,71486,12542,176,0.012707783,,,
73,208,https://instagram.com/molynmom,21,82994,13785,1254,0.003698079,,,
74,210,https://instagram.com/ghdduwls80,2363,82327,315803,5385,0.000707582,,,
75,212,https://instagram.com/yangsisters3133,20,81174,18549,278,0.004970012,,,
76,214,https://instagram.com/5_hoon,1,77608,6416,8,0.035474988,,,
77,217,https://instagram.com/a________n.k,37,105038,82805,2115,0.009364509,,,
78,219,https://instagram.com/flora9ys,135,108714,97456,2265,0.002911995,,,
79,228,https://instagram.com/wisemom1,3,8642,53,2,0.000909181,,,
80,229,https://instagram.com/youn_xo,8,8635,5927,82,0.037279758,,,
81,230,https://instagram.com/11dubu,3,10659,349,23,0.004985726,,,
82,233,https://instagram.com/isunnyou,4,8515,1862,140,0.02519084,,,
83,234,https://instagram.com/happy.ioi,6,8810,264,5,0.002180963,,,
84,236,https://instagram.com/insta_tatata_ta,53,53604,130201,1502,0.019867619,,,
85,238,https://instagram.com/rena_ssong,31,10157,14142,1032,0.020653618,,,
86,242,https://instagram.com/uhehiho,17,8379,2801,37,0.008538754,,,
87,243,https://instagram.com/nul._.e,46,11028,15059,819,0.013414189,,,
88,244,https://instagram.com/hsw6767,24,10377,25082,1975,0.046560732,,,
89,246,https://instagram.com/cocoggg_,10,8510,1747,53,0.009064966,,,
90,247,https://instagram.com/yeji_0414,22,10148,5422,510,0.011387312,,,
91,253,https://instagram.com/kimilimiii,24,8847,3262,319,0.007228035,,,
92,254,https://instagram.com/y_oung_he_e,33,10298,6801,343,0.009009441,,,
93,259,https://instagram.com/honey__y_,2,8076,878,17,0.023747612,,,
94,260,https://instagram.com/elmo_vibes,61,11226,27643,573,0.017658906,,,
95,263,https://instagram.com/im_ssong1201,21,8535,4667,90,0.011374532,,,
96,264,https://instagram.com/callmexxwoo,3,8389,943,24,0.016467142,,,
97,266,https://instagram.com/0_k.yeong,1,10224,163,12,0.007335681,,,
98,274,https://instagram.com/thank_u_jj,51,9169,3350,54,0.003119756,,,
99,19xx.07.27,https://instagram.com/19xx.07.27,52,102542,46659,202,0.003766428,,,
100,yeorector,https://instagram.com/yeorector,13,27325,6269,377,0.008018258,,,
101,s.shin_,https://instagram.com/s.shin_,4,30413,5136,220,0.018868811,,,
102,sub.nnn,https://instagram.com/sub.nnn,15,30169,2805,31,0.002685822,,,
103,heevly_zzang,https://instagram.com/heevly_zzang,2,28290,228,5,0.001764884,,,
104,jessfit_vibes,https://instagram.com/jessfit_vibes,27,4078,3352,145,0.013611559,,,
105,l_o_f_f_l_e,https://instagram.com/l_o_f_f_l_e,4,3850,1012,76,0.030278293,,,
106,scarlet__0312,https://instagram.com/scarlet__0312,53,4370,14486,364,0.027478458,,,
107,dasomleegolf,https://instagram.com/dasomleegolf,5,4031,419,19,0.009313534,,,
108,fooodzoooa,https://instagram.com/fooodzoooa,6,4552,1040,40,0.016947025,,,
109,ppaseojin_,https://instagram.com/ppaseojin_,10,4478,2064,50,0.020232247,,,
110,l0v2n0w,https://instagram.com/l0v2n0w,14,4813,2672,174,0.018101485,,,
111,d_ainnnn,https://instagram.com/d_ainnnn,26,10150,32996,595,0.054551508,,,
112,unxbrilliantxg,https://instagram.com/unxbrilliantxg,8,101,281,38,0.169200849,,,
113,gndr_official,https://instagram.com/gndr_official,35,4012,982,146,0.003442733,,,
114,jyofficial,https://instagram.com/jyofficial,5,3973,869,37,0.019546223,,,
115,yeccini,https://instagram.com/yeccini,1,5588,340,40,0.029144084,,,
116,lovely__tom,https://instagram.com/lovely__tom,8,3279,628,23,0.010635865,,,
117,ohyoanna,https://instagram.com/ohyoanna,7,8244,4620,261,0.036248997,,,
118,_ddururu_,https://instagram.com/_ddururu_,17,5104,6462,370,0.03374516,,,
119,bible_s_k,https://instagram.com/bible_s_k,14,6385,10540,438,0.052632925,,,
120,sarossaem,https://instagram.com/sarossaem,27,3778,1789,96,0.007919702,,,
121,hot_chu,https://instagram.com/hot_chu,23,10204,13780,1209,0.027371436,,,
122,_eune_k,https://instagram.com/_eune_k,8,4959,4337,819,0.055699594,,,
123,comely_min_,https://instagram.com/comely_min_,3,2443,362,17,0.022162447,,,
124,aahyun.z,https://instagram.com/aahyun.z,5,3808,1609,27,0.03682473,,,
125,3kk_min17,https://instagram.com/3kk_min17,13,5981,6338,122,0.035607262,,,
126,beloved_bini,https://instagram.com/beloved_bini,15,7277,13243,977,0.055831485,,,
127,aahyun.z,https://instagram.com/aahyun.z,5,3808,1609,27,0.03682473,,,
128,muk_oning,https://instagram.com/muk_oning,5,4999,1419,91,0.025890892,,,
129,hang_bok2,https://instagram.com/hang_bok2,23,6213,4269,459,0.014179845,,,
130,eunseo_63,https://instagram.com/eunseo_63,16,3799,1595,70,0.011739462,,,
131,mami_yoondaeng,https://instagram.com/mami_yoondaeng,64,5154,13623,1689,0.019894395,,,
132,purunhaessal,https://instagram.com/purunhaessal,8,4162,586,71,0.008456614,,,
133,ujiwanny,https://instagram.com/ujiwanny,3,3845,345,7,0.013078209,,,
134,creativeyeon,https://instagram.com/creativeyeon,12,10106,1163,16,0.004166549,,,
135,soorny_,https://instagram.com/soorny_,6,3737,1893,44,0.037023587,,,
136,yuri._.2ee,https://instagram.com/yuri._.2ee,19,22707,21398,505,0.021757724,,,
137,chn_0128,https://instagram.com/chn_0128,6,3336,438,48,0.010405961,,,
138,ariiiyun,https://instagram.com/ariiiyun,57,3906,5310,120,0.010452398,,,
139,polo7712,https://instagram.com/polo7712,3,3841,245,11,0.00952133,,,
140,kkaebiworld,https://instagram.com/kkaebiworld,46,4179,10174,1336,0.02566069,,,
141,__yum_s_cook,https://instagram.com/__yum_s_cook,24,4877,8508,736,0.03384692,,,
142,yoby_house,https://instagram.com/yoby_house,42,7403,17415,3549,0.028896173,,,
143,rhtkdals1,https://instagram.com/rhtkdals1,1,7100,377,27,0.024386318,,,
144,lavv_lavv_,https://instagram.com/lavv_lavv_,24,3695,3891,151,0.019534119,,,
145,eunpang__,https://instagram.com/eunpang__,5,3694,146,13,0.00368938,,,
146,bongzamom,https://instagram.com/bongzamom,2,3636,121,6,0.007484677,,,
147,suan_95,https://instagram.com/suan_95,7,3543,564,13,0.009970796,,,
148,yebiny16,https://instagram.com/yebiny16,2,3461,254,15,0.016654972,,,
149,precios___o,https://instagram.com/precios___o,5,3397,594,13,0.015316035,,,
150,jigum_daily,https://instagram.com/jigum_daily,7,3451,302,8,0.005499737,,,
151,daa_bean,https://instagram.com/daa_bean,11,4532,4559,125,0.040267764,,,
152,noeyheat9,https://instagram.com/noeyheat9,17,3714,5670,99,0.039159121,,,
153,blackmaster.leader,https://instagram.com/blackmaster.leader,3,4081,911,22,0.032660062,,,
154,_hana_89,https://instagram.com/_hana_89,47,3295,2519,192,0.007502387,,,
155,ayul_v,https://instagram.com/ayul_v,5,3799,485,70,0.012522092,,,
156,theclearhigh,https://instagram.com/theclearhigh,4,3112,86,10,0.003305178,,,
157,sienna_ming,https://instagram.com/sienna_ming,14,3902,2814,154,0.023284762,,,
158,juls.english,https://instagram.com/juls.english,15,3257,1389,23,0.012386508,,,
159,kisun_2,https://instagram.com/kisun_2,1,8163,269,3,0.014280464,,,
160,j_won._.1205,https://instagram.com/j_won._.1205,5,4349,8200,145,0.164471307,,,
161,dy_160cm,https://instagram.com/dy_160cm,8,3448,442,15,0.007100389,,,
162,feel8174,https://instagram.com/feel8174,117,19646,2926,199,0.000582657,,,
163,sweet_j_story,https://instagram.com/sweet_j_story,35,3868,6581,117,0.021203807,,,
164,bbo_1030,https://instagram.com/bbo_1030,1,3753,0,0,0,,,
165,my.binnn,https://instagram.com/my.binnn,43,3704,3572,74,0.00981071,,,
166,skylove089,https://instagram.com/skylove089,44,4067,5719,702,0.015377971,,,
167,_matketer_365,https://instagram.com/_matketer_365,1,3478,204,25,0.028218188,,,
168,goldmir0416,https://instagram.com/goldmir0416,15,3469,812,62,0.007198452,,,
169,bavely_bbr,https://instagram.com/bavely_bbr,13,3490,3680,1371,0.047712459,,,
170,krisutaru,https://instagram.com/krisutaru,7,2949,133,7,0.002906554,,,
171,jijjuya,https://instagram.com/jijjuya,10,4139,1271,68,0.013864633,,,
172,_yejinius_,https://instagram.com/_yejinius_,60,3443,2568,176,0.00569271,,,
173,haedy__,https://instagram.com/haedy__,24,11954,8194,374,0.012799063,,,
174,hyobineee,https://instagram.com/hyobineee,1,10755,939,5,0.037617055,,,
175,realisodyome,https://instagram.com/realisodyome,3,3520,363,21,0.015584416,,,
176,4freedrink,https://instagram.com/4freedrink,5,4288,2124,42,0.043296908,,,
177,chloe__jh,https://instagram.com/chloe__jh,15,3254,1828,58,0.016559838,,,
178,lepontmirabeau,https://instagram.com/lepontmirabeau,4,3306,1687,92,0.057654913,,,
179,ps_life_star,https://instagram.com/ps_life_star,2,3963,394,13,0.022007137,,,
180,dani_._.1,https://instagram.com/dani_._.1,29,5719,10394,3301,0.035388908,,,
181,ariel6383,https://instagram.com/ariel6383,6,3402,982,88,0.022465776,,,
182,teacher_bae,https://instagram.com/teacher_bae,23,3604,12079,226,0.063619788,,,
183,sieun__28,https://instagram.com/sieun__28,2,3460,901,19,0.056977704,,,
184,huttulee,https://instagram.com/huttulee,26,3381,4889,137,0.024503447,,,
185,gwakgrandmere,https://instagram.com/gwakgrandmere,10,287,804,65,0.129766053,,,
186,____o_o.b____,https://instagram.com/____o_o.b____,20,3989,9375,150,0.051167496,,,
187,bboducci.528,https://instagram.com/bboducci.528,5,3709,2241,122,0.054608481,,,
188,nana__chu__,https://instagram.com/nana__chu__,4,3353,188,21,0.006678454,,,
189,ps_life_star,https://instagram.com/ps_life_star,2,3963,394,13,0.022007137,,,
190,ashleedrinkswine,https://instagram.com/ashleedrinkswine,21,4028,8739,278,0.045685305,,,
191,h._.woo_o,https://instagram.com/h._.woo_o,28,13578,9186,207,0.010588482,,,
192,ruby0819,https://instagram.com/ruby0819,14,3387,2322,197,0.022767123,,,
193,daily55record,https://instagram.com/daily55record,14,3345,760,20,0.007138281,,,
194,awhnusos,https://instagram.com/awhnusos,9,3451,899,25,0.012749928,,,
195,e.dahyee,https://instagram.com/e.dahyee,9,3397,3702,211,0.054852321,,,
196,caecilia_moon,https://instagram.com/caecilia_moon,3,2530,233,8,0.013608131,,,
197,monicaaa__j,https://instagram.com/monicaaa__j,7,3322,2823,145,0.054700267,,,
198,baa_soda,https://instagram.com/baa_soda,2,3139,433,26,0.03133391,,,
199,annjuhyung,https://instagram.com/annjuhyung,19,3572,3171,329,0.022101727,,,
200,romantic_minseo,https://instagram.com/romantic_minseo,15,3289,876,57,0.008104939,,,
201,hhxx1__,https://instagram.com/hhxx1__,1,175,0,0,0,,,
202,154.55555,https://instagram.com/154.55555,35,4631,13627,898,0.038405775,,,
203,sx_yxxn_mat.zip,https://instagram.com/sx_yxxn_mat.zip,1,4078,207,26,0.024486793,,,
204,sunny_soosoo,https://instagram.com/sunny_soosoo,19,3438,7991,992,0.058936609,,,
205,orosi_littlegirl,https://instagram.com/orosi_littlegirl,45,3860,2936,171,0.007665926,,,
206,s0ngjina,https://instagram.com/s0ngjina,77,5031,37799,14473,0.057829214,,,
207,barbie.342434,https://instagram.com/barbie.342434,3,3991,223,16,0.008554963,,,
208,sssu_a_a,https://instagram.com/sssu_a_a,2,11224,441,11,0.008629467,,,
209,very_very_sally,https://instagram.com/very_very_sally,11,3746,2820,349,0.032959832,,,
210,formybaby.yul,https://instagram.com/formybaby.yul,45,3957,6578,1299,0.018958566,,,
211,eunvely_lovely,https://instagram.com/eunvely_lovely,16,3196,1968,215,0.018295749,,,
212,haemiiiiiiiii,https://instagram.com/haemiiiiiiiii,9,3446,1692,80,0.024486637,,,
213,howdy_y_all,https://instagram.com/howdy_y_all,9,3319,1611,115,0.024763626,,,
214,mr.heartsmith,https://instagram.com/mr.heartsmith,1,3234,167,3,0.022528492,,,
215,hhsuuuu,https://instagram.com/hhsuuuu,21,5296,8483,403,0.034242247,,,
216,_geniessong_,https://instagram.com/_geniessong_,20,3518,3841,64,0.023785836,,,
217,__seoye__,https://instagram.com/__seoye__,5,3902,668,27,0.015266896,,,
218,weekndhome,https://instagram.com/weekndhome,1,3198,85,4,0.011927097,,,
219,sunae.song,https://instagram.com/sunae.song,44,3885,2949,44,0.007503886,,,
220,linen_table,https://instagram.com/linen_table,25,5405,7110,1050,0.025880798,,,
221,sunnyj806,https://instagram.com/sunnyj806,1,5596,1847,166,0.154166241,,,
222,positive_hong,https://instagram.com/positive_hong,9,3464,1685,36,0.023658309,,,
223,_eunha.k,https://instagram.com/_eunha.k,12,567,599,67,0.041950113,,,
224,chubby_super,https://instagram.com/chubby_super,33,3637,4356,232,0.016382847,,,
225,ato_._._,https://instagram.com/ato_._._,3,3166,288,53,0.015386698,,,
226,chy_6611,https://instagram.com/chy_6611,8,3067,339,53,0.006847082,,,
227,lani_hong,https://instagram.com/lani_hong,13,3475,3143,430,0.033896751,,,
228,zo_o.0727,https://instagram.com/zo_o.0727,21,3676,4920,174,0.028280518,,,
229,poledancer_ellycat,https://instagram.com/poledancer_ellycat,10,3183,1768,85,0.024949509,,,
230,vincentaas,https://instagram.com/vincentaas,1,2742,35,0,0.00547046,,,
231,im.heena.im,https://instagram.com/im.heena.im,1,3106,49,4,0.007313035,,,
232,na1_zzi,https://instagram.com/na1_zzi,16,3656,5975,83,0.044383987,,,
233,_donot_gg,https://instagram.com/_donot_gg,5,2634,78,0,0.002538236,,,
234,oinks_picks,https://instagram.com/oinks_picks,2,5266,888,164,0.042808312,,,
235,eun_a0502,https://instagram.com/eun_a0502,6,3088,716,55,0.017834012,,,
236,ererererz,https://instagram.com/ererererz,4,3104,543,29,0.019744109,,,
237,_beauty_of_mine_,https://instagram.com/_beauty_of_mine_,58,4469,20494,594,0.034867456,,,
238,byeori___star,https://instagram.com/byeori___star,9,3467,1036,54,0.014971088,,,
239,janestagram1,https://instagram.com/janestagram1,2,3108,243,2,0.016891892,,,
240,kakawesome,https://instagram.com/kakawesome,3,3062,500,39,0.025146963,,,
241,sennhholic,https://instagram.com/sennhholic,3,5581,705,49,0.019300177,,,
242,yehbbeuda,https://instagram.com/yehbbeuda,36,10188,3438,189,0.004238179,,,
243,yerang91,https://instagram.com/yerang91,1,3159,140,2,0.019264686,,,
244,therapist_the_j,https://instagram.com/therapist_the_j,59,4914,9953,1061,0.016281002,,,
245,ddaattss_,https://instagram.com/ddaattss_,11,2878,70,1,0.000961165,,,
246,yena0405,https://instagram.com/yena0405,4,10343,1761,27,0.018521844,,,
247,zl_f_0717,https://instagram.com/zl_f_0717,6,3125,232,41,0.00624,,,
248,mushamash_salgu,https://instagram.com/mushamash_salgu,3,3370,1234,151,0.058711318,,,
249,_izzy_bby,https://instagram.com/_izzy_bby,23,3271,2802,196,0.017078372,,,
250,xxsadgirl666xx,https://instagram.com/xxsadgirl666xx,75,8955,25448,436,0.01651687,,,
251,minjung_mom,https://instagram.com/minjung_mom,18,3166,2690,148,0.021342839,,,
252,mugong_unnie,https://instagram.com/mugong_unnie,1,2595,19,0,0.003137903,,,
253,hina.pink_zio,https://instagram.com/hina.pink_zio,41,2909,1962,118,0.007474101,,,
254,yomi._.yom_,https://instagram.com/yomi._.yom_,1,5973,117,15,0.009471192,,,
255,_yun_e_,https://instagram.com/_yun_e_,1,2951,394,9,0.058527376,,,
256,_yul_bebe,https://instagram.com/_yul_bebe,3,3063,118,10,0.005969871,,,
257,live_y0urself_,https://instagram.com/live_y0urself_,30,3585,8590,1492,0.040175334,,,
258,ghdalsww,https://instagram.com/ghdalsww,6,3886,577,34,0.011230792,,,
259,muk_luna,https://instagram.com/muk_luna,2,3000,137,19,0.011142857,,,
260,kong__jju,https://instagram.com/kong__jju,16,652,883,73,0.039274759,,,
261,ju_woni,https://instagram.com/ju_woni,31,13561,22921,689,0.024069429,,,
262,0.512g,https://instagram.com/0.512g,19,3031,5775,54,0.04337882,,,
263,happyseah,https://instagram.com/happyseah,4,3249,636,54,0.022754254,,,
264,_babystella,https://instagram.com/_babystella,9,2836,397,12,0.006867486,,,
265,minji_8886,https://instagram.com/minji_8886,38,3202,9931,285,0.03598315,,,
266,d_dayuum,https://instagram.com/d_dayuum,20,3232,2243,67,0.015315594,,,
267,voiz,https://instagram.com/voiz,13,3246,2018,167,0.022191302,,,
268,kimsfamily.kr,https://instagram.com/kimsfamily.kr,7,4,31,0,0.474489796,,,
269,mehannahlee,https://instagram.com/mehannahlee,24,3191,4378,857,0.029295563,,,
270,hi_lokman,https://instagram.com/hi_lokman,6,2955,993,26,0.024631375,,,
271,minggsta,https://instagram.com/minggsta,1,3086,229,12,0.033469123,,,
272,travelwith__olivia,https://instagram.com/travelwith__olivia,35,3511,10624,379,0.038373857,,,
273,em_jyu,https://instagram.com/em_jyu,10,3300,2138,31,0.028168831,,,
274,limesh00,https://instagram.com/limesh00,4,3020,23,0,0.000815989,,,
275,min_sson,https://instagram.com/min_sson,7,4463,1838,44,0.025817721,,,
276,jinny_lovely_00,https://instagram.com/jinny_lovely_00,45,3083,4351,322,0.014435537,,,
277,min_sson,https://instagram.com/min_sson,7,4463,1838,44,0.025817721,,,
278,shalom__peace,https://instagram.com/shalom__peace,10,2985,1085,46,0.016238335,,,
279,h._.garden,https://instagram.com/h._.garden,5,7503,1427,68,0.017078883,,,
280,hye_0eee_,https://instagram.com/hye_0eee_,26,10973,29335,373,0.044627022,,,
281,eunaeissohot,https://instagram.com/eunaeissohot,2,3074,395,16,0.028650432,,,
